Requested Pick Up Time,# of Pass-engers,Pick Up Location,Drop Off Location,Cancellation Time,Pickup Time,Drop Off Time,Wait Time (min),Passenger Canceled?,Cancellation Message
2/26/19 1:49,1,Sandburg,Cambridge Commons,,2/26/19 1:54,2/26/19 1:59,5,no,
2/26/19 1:56,1,"2971 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3062 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 2:00,2/26/19 2:02,4,no,
2/26/19 7:04,1,Sandburg,USR Parking,,2/26/19 7:13,2/26/19 7:21,8,no,
2/26/19 7:06,1,Sandburg,USR Parking,2/26/19 7:15,,,,yes,I'm not ready to go
2/26/19 7:11,1,Kenilworth,Zilber,,2/26/19 7:26,2/26/19 7:36,15,no,
2/26/19 7:19,1,Sandburg,USR Parking,,2/26/19 7:31,2/26/19 7:39,11,no,
2/26/19 7:24,1,USR Surplus Dock,Union South,,2/26/19 7:38,2/26/19 7:50,14,no,
2/26/19 7:31,1,EMS Parking,USR Parking,,2/26/19 7:51,2/26/19 8:01,20,no,
2/26/19 8:17,1,Physics Kenwood,USR Surplus Dock,,2/26/19 8:19,2/26/19 8:26,2,no,
2/26/19 8:34,1,Union South,Zilber,,2/26/19 8:39,2/26/19 8:51,4,no,
2/26/19 8:40,1,USR Parking,NWQ,,2/26/19 8:50,2/26/19 8:57,9,no,
2/26/19 9:26,1,Lubar,USR Parking,,2/26/19 9:30,2/26/19 9:38,4,no,
2/26/19 9:57,1,USR Parking,Union North,2/26/19 9:57,,,,yes,Wait time is too long
2/26/19 10:07,1,Lubar,USR Parking,2/26/19 10:14,,,,no,No show
2/26/19 10:10,1,USR Parking,Union North,,2/26/19 10:24,2/26/19 10:35,13,no,
2/26/19 10:16,1,Union North,USR Parking,,2/26/19 10:18,2/26/19 10:27,2,no,
2/26/19 10:22,1,Sandburg,Zilber,,2/26/19 10:39,2/26/19 10:50,16,no,
2/26/19 10:50,1,Sandburg,Freshwater,,2/26/19 10:56,2/26/19 11:24,6,no,
2/26/19 10:50,1,Curtin,USR Parking,,2/26/19 10:59,2/26/19 11:09,9,no,
2/26/19 11:00,1,Freshwater,KIRC Parking,,2/26/19 11:24,2/26/19 11:42,23,no,
2/26/19 11:10,1,EMS Parking,USR Parking,,2/26/19 11:14,2/26/19 11:24,3,no,
2/26/19 11:16,1,EMS Parking,USR Parking,,2/26/19 11:42,2/26/19 11:54,26,no,
2/26/19 11:19,1,USR Parking,EMS Parking,,2/26/19 11:24,2/26/19 11:39,4,no,
2/26/19 11:22,1,USR Parking,Physics Kenwood,2/26/19 11:29,,,,no,No show
2/26/19 11:22,1,"UWM Zilber School of Public Health, Milwaukee, Wisconsin, United States, 53212",Klotsche,,2/26/19 11:56,2/26/19 12:12,34,no,
2/26/19 11:28,1,Lubar,Zilber,,2/26/19 11:45,2/26/19 12:07,17,no,
2/26/19 11:30,1,Zilber,Union South,,2/26/19 11:56,2/26/19 12:09,26,no,
2/26/19 11:31,1,USR Parking,Physics Kenwood,2/26/19 11:37,,,,yes,I've had a change in my plans
2/26/19 11:32,1,Honor's College,Zilber,,2/26/19 11:42,2/26/19 11:55,10,no,
2/26/19 11:37,1,USR Surplus Dock,Physics Kenwood,2/26/19 11:59,,,,yes,It took too long to receive my ETA
2/26/19 11:56,2,Freshwater,Union South,,2/26/19 12:18,2/26/19 12:34,22,no,
2/26/19 11:56,1,NWQ,Zilber,2/26/19 12:01,,,,yes,Wait time is too long
2/26/19 12:20,1,Union South,Zilber,,2/26/19 12:28,2/26/19 12:46,7,no,
2/26/19 12:23,1,Kenilworth,Zilber,,2/26/19 12:35,2/26/19 12:46,12,no,
2/26/19 12:30,1,Union North,USR Parking,,2/26/19 12:34,2/26/19 12:45,4,no,
2/26/19 12:30,1,Union South,USR Parking,2/26/19 12:30,,,,yes,I'm not ready to go
2/26/19 12:37,1,Union South,USR Parking,,2/26/19 13:08,2/26/19 13:15,31,no,
2/26/19 12:40,1,Kenilworth,Global Water Center,,2/26/19 13:05,2/26/19 13:16,24,no,
2/26/19 13:00,1,Kenilworth,"UWM Zilber School of Public Health, Milwaukee, Wisconsin, United States, 53212",2/26/19 13:01,,,,yes,I'm not ready to go
2/26/19 13:08,1,Zilber,Sandburg,,2/26/19 13:24,2/26/19 13:36,16,no,
2/26/19 13:09,1,Kenilworth,"UWM Zilber School of Public Health, Milwaukee, Wisconsin, United States, 53212",,2/26/19 13:35,2/26/19 13:46,25,no,
2/26/19 13:13,1,Zilber,Cunningham,,2/26/19 13:24,2/26/19 13:35,11,no,
2/26/19 13:15,1,USR Parking,EMS Parking,,2/26/19 13:18,2/26/19 13:27,2,no,
2/26/19 13:39,1,USR Surplus Dock,Union South,,2/26/19 13:54,2/26/19 14:03,14,no,
2/26/19 14:04,1,Union North,Zilber,,2/26/19 14:08,2/26/19 14:24,4,no,
2/26/19 14:08,1,EMS Parking,Freshwater,,2/26/19 14:13,2/26/19 14:31,4,no,
2/26/19 14:35,1,USR Parking,Union North,,2/26/19 14:50,2/26/19 15:04,14,no,
2/26/19 14:36,1,USR Parking,Kenilworth,2/26/19 14:37,,,,yes,I did not ask for a ride ??
2/26/19 14:47,2,Zilber,Union South,,2/26/19 15:05,2/26/19 15:25,17,no,
2/26/19 15:00,1,KIRC Parking,Freshwater,,2/26/19 15:12,2/26/19 15:27,11,no,
2/26/19 15:09,1,Cunningham,Hefter Center,2/26/19 15:12,,,,no,B.O.S.S. Semester operations are not available until 6pm â€“ 2am
2/26/19 15:14,1,USR Parking,EMS Parking,2/26/19 15:49,,,,no,No show
2/26/19 16:13,1,Union South,"UWM Zilber School of Public Health, Milwaukee, Wisconsin, United States, 53212",,2/26/19 16:17,2/26/19 16:34,4,no,
2/26/19 16:22,1,USR Parking,Union North,2/26/19 16:53,,,,yes,I'm not ready to go
2/26/19 17:15,1,Global Water Center,Kenilworth,,2/26/19 17:43,2/26/19 17:53,27,no,
2/26/19 17:23,1,Zilber,Library,2/26/19 17:24,,,,yes,I'm not ready to go
2/26/19 18:00,1,Cunningham,"2864 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 18:03,2/26/19 18:09,3,no,
2/26/19 18:00,1,Cunningham,"3235 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 18:03,2/26/19 18:05,3,no,
2/26/19 18:00,3,EMS Parking,Culver's,,2/26/19 18:05,2/26/19 18:19,5,no,
2/26/19 18:00,1,Cunningham,"2580 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 18:03,2/26/19 18:11,3,no,
2/26/19 18:00,1,"2518 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",EMS Parking,,2/26/19 18:18,2/26/19 18:24,18,no,
2/26/19 18:00,1,Stone Creek - Downer,Metro Market Shorewood,,2/26/19 18:30,2/26/19 18:41,30,no,
2/26/19 18:00,1,"3246 North Downer Avenue, Milwaukee, Wisconsin 53211, United States","2700 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 18:10,2/26/19 18:28,10,no,
2/26/19 18:00,1,Sandburg,7-Eleven - North,,2/26/19 18:16,2/26/19 18:38,16,no,
2/26/19 18:00,1,Sandburg,"SunSeekers by Rosie, 2420 E Capitol Dr, Shorewood, Wisconsin, United States, 53211",,2/26/19 18:14,2/26/19 18:25,14,no,
2/26/19 18:00,1,"2112 East Webster Place, Milwaukee, Wisconsin 53211, United States",Cousin's - Brady,,2/26/19 18:19,2/26/19 18:25,18,no,
2/26/19 18:00,1,Sandburg,"3426 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 18:14,2/26/19 18:20,14,no,
2/26/19 18:00,1,Merrill Hall,"2121 East Capitol Drive, Milwaukee, Wisconsin 53211, United States",,2/26/19 18:12,2/26/19 18:24,11,no,
2/26/19 18:00,1,Purin Hall,"Walgreens, 4035 N Oakland Ave, Shorewood, Wisconsin, United States, 53211",,2/26/19 18:17,2/26/19 18:26,17,no,
2/26/19 18:00,1,"2858 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",Library,,2/26/19 18:37,2/26/19 18:46,36,no,
2/26/19 18:00,1,EMS Parking,"2705 North Bremen Street, Milwaukee, Wisconsin 53212, United States",,2/26/19 18:43,2/26/19 18:58,42,no,
2/26/19 18:01,1,Lapham,"2616 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 18:30,2/26/19 18:36,29,no,
2/26/19 18:01,1,"3575 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","UWM Golda Meir Library, 2311 E Hartford Ave, Milwaukee, Wisconsin, 53211, United States of America",2/26/19 18:12,,,,yes,I'm not ready to go
2/26/19 18:01,1,"3820 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","UWM Klotsche Center & Pavilion, 3409 N Downer Ave., Milwaukee, Wisconsin, United States, 53211",,2/26/19 18:30,2/26/19 18:36,29,no,
2/26/19 18:02,1,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",Klotsche,,2/26/19 18:38,2/26/19 18:44,36,no,
2/26/19 18:02,1,EMS Parking,"1830 North Oakland Avenue, Milwaukee, Wisconsin 53202, United States",,2/26/19 18:21,2/26/19 18:33,19,no,
2/26/19 18:02,5,Sandburg,Qdoba,2/26/19 18:27,,,,yes,Wait time is too long
2/26/19 18:02,1,Kenilworth,"3030 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 18:41,2/26/19 18:49,39,no,
2/26/19 18:02,1,EMS Parking,"2744 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/26/19 18:23,2/26/19 18:29,21,no,
2/26/19 18:02,1,Lapham,"1806 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/26/19 18:31,2/26/19 18:36,29,no,
2/26/19 18:02,1,"2400 East Bradford Avenue, Milwaukee, Wisconsin 53211, United States",Lubar,,2/26/19 18:22,2/26/19 18:28,19,no,
2/26/19 18:02,1,"3208 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","UWM Golda Meir Library, 2311 E Hartford Ave, Milwaukee, Wisconsin, United States, 53211",2/26/19 18:24,,,,yes,Wait time is too long
2/26/19 18:03,1,Union South,Ma Fischer's,,2/26/19 18:18,2/26/19 18:27,15,no,
2/26/19 18:03,1,EMS Parking,"2866 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 18:19,2/26/19 18:27,16,no,
2/26/19 18:03,1,Zelazo Parking,"2211 North Cambridge Avenue, Milwaukee, Wisconsin 53202, United States",,2/26/19 18:50,2/26/19 19:01,46,no,
2/26/19 18:04,1,Union South,"2542 North Bremen Street, Milwaukee, Wisconsin 53212, United States",,2/26/19 18:17,2/26/19 18:33,13,no,
2/26/19 18:04,2,Stone Creek - Downer,"1915 East Kenilworth Place, Milwaukee, Wisconsin 53202, United States",,2/26/19 18:30,2/26/19 18:34,25,no,
2/26/19 18:05,1,Klotsche,"2510 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 18:12,,,,yes,It took too long to receive my ETA
2/26/19 18:05,1,Union South,"2822 North 1st Street, Milwaukee, Wisconsin 53212, United States",,2/26/19 18:18,2/26/19 18:39,13,no,
2/26/19 18:05,1,"2100 East Locust Street, Milwaukee, Wisconsin 53211, United States",Riverview,,2/26/19 18:26,2/26/19 18:37,21,no,
2/26/19 18:05,1,Lubar,"2612 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 18:32,2/26/19 18:35,27,no,
2/26/19 18:05,1,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",Planet Fitness - Capitol,,2/26/19 18:42,2/26/19 18:53,36,no,
2/26/19 18:06,1,Arch Court,Walgreensâ€“Brady,2/26/19 18:09,,,,yes,Wait time is too long
2/26/19 18:06,2,Sandburg,"Ian's Pizza, 2035 E North Ave, Milwaukee, Wisconsin, United States, 53202",2/26/19 18:06,,,,yes,Wait time is too long
2/26/19 18:07,1,"2520 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",Klotsche,,2/26/19 18:46,2/26/19 18:52,39,no,
2/26/19 18:07,1,"4305 North Marlborough Drive, Milwaukee, Wisconsin 53211, United States","2585 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 18:07,,,,yes,I've had a change in my plans
2/26/19 18:08,1,"2233 N Summit Ave, Milwaukee, WI 53202, USA","1914 North Prospect Avenue, Milwaukee, Wisconsin 53202, United States",2/26/19 18:11,,,,yes,I've had a change in my plans
2/26/19 18:08,1,"2401 N Frederick Ave, Milwaukee, WI 53211, USA",Lubar,,2/26/19 18:41,2/26/19 18:45,33,no,
2/26/19 18:08,1,Library,"2585 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 18:09,,,,yes,Wait time is too long
2/26/19 18:08,1,EMS Parking,"1707 North Prospect Avenue, Milwaukee, Wisconsin 53202, United States",,2/26/19 18:20,2/26/19 18:38,11,no,
2/26/19 18:09,2,Cambridge Commons,"3372 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 18:32,,,,yes,I'm not ready to go
2/26/19 18:09,1,Library,"2585 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 18:50,2/26/19 18:54,40,no,
2/26/19 18:09,1,Union South,BelAirâ€“Downer,2/26/19 18:20,,,,yes,Wait time is too long
2/26/19 18:10,1,"2901 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States","UWM Merrill Hall, 2512-2598 E Hartford Ave, Milwaukee, Wisconsin, United States, 53211",2/26/19 18:10,,,,yes,Wait time is too long
2/26/19 18:11,1,Stone Creek - Downer,"3950 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 18:12,,,,yes,I'm not ready to go
2/26/19 18:12,1,NWQ,"3939 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 18:16,,,,yes,I've had a change in my plans
2/26/19 18:12,1,Metro Market Shorewood,"3950 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 18:18,,,,yes,I'm not ready to go
2/26/19 18:13,2,Klotsche,"2944 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 18:38,,,,yes,I'm not ready to go
2/26/19 18:13,1,Klotsche,"1806 East Newberry Boulevard, Milwaukee, Wisconsin 53211, United States",,2/26/19 18:46,2/26/19 18:52,33,no,
2/26/19 18:13,1,"2202 East Belleview Place, Milwaukee, Wisconsin 53211, United States",Merrill Hall,2/26/19 18:16,,,,yes,Wait time is too long
2/26/19 18:14,1,Lubar,Walgreensâ€“Oakland,2/26/19 18:14,,,,yes,Wait time is too long
2/26/19 18:14,1,"3030 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States","2580 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 18:59,2/26/19 19:03,44,no,
2/26/19 18:14,1,"2735 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",Union South,,2/26/19 18:51,2/26/19 18:54,36,no,
2/26/19 18:15,1,Arch Court,"2582 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 18:57,2/26/19 19:12,42,no,
2/26/19 18:16,1,EMS Parking,"3975 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/26/19 18:18,,,,yes,Wait time is too long
2/26/19 18:17,1,Sandburg,McDonalds - Capitol,2/26/19 18:17,,,,yes,I'm not ready to go
2/26/19 18:17,2,EMS Parking,"2616 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 18:19,,,,yes,I'm not ready to go
2/26/19 18:17,1,"2480 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","3473 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 18:18,,,,yes,It took too long to receive my ETA
2/26/19 18:17,1,Sandburg,"McDonald's, 1614 E North Ave, Milwaukee, Wisconsin 53211, United States",2/26/19 18:20,,,,yes,I've had a change in my plans
2/26/19 18:17,1,Library,Whole Foods,2/26/19 18:19,,,,yes,I've had a change in my plans
2/26/19 18:18,1,Klotsche,"2544 North Frederick Avenue, Milwaukee, Wisconsin",,2/26/19 18:44,2/26/19 18:57,26,no,
2/26/19 18:18,1,Klotsche,"2011 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/26/19 18:45,2/26/19 18:53,26,no,
2/26/19 18:18,1,"2588 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",EMS Parking,,2/26/19 18:44,2/26/19 18:48,25,no,
2/26/19 18:18,1,"2855 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/26/19 19:11,2/26/19 19:14,52,no,
2/26/19 18:18,1,Metro Market Shorewood,"3950 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 18:29,,,,yes,I'm not ready to go
2/26/19 18:19,1,Freshwater,Sandburg,,2/26/19 19:14,2/26/19 19:32,55,no,
2/26/19 18:19,1,KIRC Parking,"2475 North Dousman Street, Milwaukee, Wisconsin 53212, United States",,2/26/19 18:50,2/26/19 18:58,30,no,
2/26/19 18:19,2,Library,Whole Foods,,2/26/19 18:49,2/26/19 18:58,29,no,
2/26/19 18:19,1,Klotsche,"3532 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 19:07,,,,yes,It took too long to receive my ETA
2/26/19 18:20,1,"2332 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","Culver's, 1325 E Capitol Dr, Shorewood, Wisconsin, United States, 53211",,2/26/19 19:03,2/26/19 19:20,43,no,
2/26/19 18:20,1,"4540 North Wilson Drive, Shorewood, Wisconsin 53211, United States","2555 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 18:41,2/26/19 19:04,20,no,
2/26/19 18:21,1,"2353 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",Culver's,,2/26/19 19:08,2/26/19 19:20,47,no,
2/26/19 18:22,1,EMS Parking,USR Parking,,2/26/19 18:48,2/26/19 19:03,26,no,
2/26/19 18:22,1,"3554 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",NWQ,,2/26/19 19:04,2/26/19 19:07,41,no,
2/26/19 18:22,1,Klotsche,"2510 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 18:23,,,,yes,It took too long to receive my ETA
2/26/19 18:23,1,"2570 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,2/26/19 18:24,,,,yes,Wait time is too long
2/26/19 18:24,1,"2570 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Library,,2/26/19 19:07,2/26/19 19:12,43,no,
2/26/19 18:24,3,EMS Parking,"2957 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 18:50,2/26/19 18:54,26,no,
2/26/19 18:24,1,"1830 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States","2720 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 19:17,2/26/19 19:21,52,no,
2/26/19 18:25,1,"2862 N Doctor M.L.K. Jr Dr, Milwaukee, WI 53212, USA","2320 East Bradford Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 19:22,2/26/19 19:29,57,no,
2/26/19 18:26,1,Lubar,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",2/26/19 18:47,,,,yes,Wait time is too long
2/26/19 18:26,1,Enderis,"2750 N Murray Ave, Milwaukee, WI 53211, USA",2/26/19 18:27,,,,yes,Wait time is too long
2/26/19 18:26,1,Kenilworth,"615 E Brady St, Milwaukee, WI 53202, USA",2/26/19 18:33,,,,yes,Wait time is too long
2/26/19 18:27,1,"2702 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","1914 North Prospect Avenue, Milwaukee, Wisconsin 53202, United States",,2/26/19 19:00,2/26/19 19:07,32,no,
2/26/19 18:27,1,"Walgreens, 4035 N Oakland Ave, Shorewood, Wisconsin, United States, 53211",Purin Hall,,2/26/19 18:50,2/26/19 18:59,23,no,
2/26/19 18:27,1,EMS Parking,"2508 East Belleview Place, Milwaukee, Wisconsin 53211, United States",,2/26/19 19:18,2/26/19 19:29,50,no,
2/26/19 18:27,2,EMS Parking,"2616 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 18:43,,,,yes,Wait time is too long
2/26/19 18:27,5,Sandburg,Qdoba,2/26/19 18:40,,,,yes,It took too long to receive my ETA
2/26/19 18:28,1,Lubar,"2505 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 18:28,,,,yes,Wait time is too long
2/26/19 18:28,1,Cousin's - Brady,"2112 East Webster Place, Milwaukee, Wisconsin 53211, United States",,2/26/19 18:39,2/26/19 18:48,11,no,
2/26/19 18:28,1,Lubar,"1825 N Prospect Ave, Milwaukee, WI 53202, USA",,2/26/19 19:18,2/26/19 19:29,49,no,
2/26/19 18:28,1,Physics Kenwood,"1916 East Kensington Boulevard, Milwaukee, Wisconsin 53211, United States",2/26/19 18:31,,,,yes,Wait time is too long
2/26/19 18:29,1,"SunSeekers by Rosie, 2420 E Capitol Dr, Shorewood, Wisconsin, United States, 53211",Sandburg,2/26/19 18:35,,,,yes,I'm not ready to go
2/26/19 18:29,1,"UWM Zilber School of Public Health, Milwaukee, Wisconsin, United States, 53212",Global Water Center,,2/26/19 18:52,2/26/19 19:08,23,no,
2/26/19 18:29,1,"3208 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","UWM Golda Meir Library, 2311 E Hartford Ave, Milwaukee, Wisconsin, United States, 53211",2/26/19 18:30,,,,yes,Wait time is too long
2/26/19 18:29,2,Walgreensâ€“Oakland,Sandburg,,2/26/19 19:08,2/26/19 19:12,38,no,
2/26/19 18:29,1,Walmart,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",2/26/19 18:30,,,,yes,I've had a change in my plans
2/26/19 18:30,1,NWQ,"2616 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 19:05,,,,yes,Wait time is too long
2/26/19 18:30,1,Metro Market Shorewood,"3950 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 18:49,2/26/19 18:53,19,no,
2/26/19 18:30,2,Walmart,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",2/26/19 19:00,,,,no,No show
2/26/19 18:31,1,"2421 North Booth Street, Milwaukee, Wisconsin 53212, United States",Kenilworth,2/26/19 19:15,,,,yes,It took too long to receive my ETA
2/26/19 18:32,1,Lapham,"2950 North Humboldt Boulevard, Milwaukee, Wisconsin 53212, United States",2/26/19 19:07,,,,yes,Wait time is too long
2/26/19 18:32,1,"1829 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States","3409 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 18:51,,,,yes,Wait time is too long
2/26/19 18:32,1,"2744 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Walmart,,2/26/19 19:04,2/26/19 19:16,31,no,
2/26/19 18:33,1,Music Building Parking,"804 East Wright Street, Milwaukee, Wisconsin 53212, United States",,2/26/19 19:19,2/26/19 19:35,46,no,
2/26/19 18:33,1,Zilber,Riverview,,2/26/19 19:00,2/26/19 19:39,26,no,
2/26/19 18:34,1,Physics Kenwood,"2585 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/26/19 18:34,,,,yes,I'm not ready to go
2/26/19 18:34,1,"2405 East Locust Street, Milwaukee, Wisconsin 53211, United States",Klotsche,,2/26/19 19:20,2/26/19 19:23,46,no,
2/26/19 18:35,1,"1805 East Park Place, Milwaukee, Wisconsin 53211, United States",Klotsche,2/26/19 18:35,,,,yes,Wait time is too long
2/26/19 18:35,1,Cunningham,"2864 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 19:14,2/26/19 19:20,39,no,
2/26/19 18:35,1,"3075 North Newhall Street, Milwaukee, Wisconsin 53211, United States","2978 North Bremen Street, Milwaukee, Wisconsin 53212, United States",,2/26/19 19:19,2/26/19 19:22,43,no,
2/26/19 18:36,2,Library,Blaze Pizza,,2/26/19 19:27,2/26/19 19:33,50,no,
2/26/19 18:37,1,"SunSeekers by Rosie, 2420 E Capitol Dr, Shorewood, Wisconsin, United States, 53211",Sandburg,2/26/19 18:48,,,,yes,Wait time is too long
2/26/19 18:37,2,"2924 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",Klotsche,2/26/19 18:52,,,,yes,It took too long to receive my ETA
